 service_point_name |    service_point_display_name     | action_date | day_of_week | hour_of_day |    material_type    | action_type | ct  
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-02  | Sunday      |           0 | sound recording     | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-02  | Sunday      |           0 | sound recording     | Checkout    | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-02  | Sunday      |           0 | text                | Checkin     | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-02  | Sunday      |           0 | text                | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-02  | Sunday      |           0 | unspecified         | Checkin     | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-02  | Sunday      |           0 | unspecified         | Checkout    | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-02  | Sunday      |           0 | video recording     | Checkin     |  97
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-02  | Sunday      |           0 | video recording     | Checkout    | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | book                | Checkin     | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | book                | Checkout    | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | dvd                 | Checkin     | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | dvd                 | Checkout    |  96
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | electronic resource | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | electronic resource | Checkout    | 109
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | microform           | Checkin     | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | microform           | Checkout    | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | sound recording     | Checkin     | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | sound recording     | Checkout    | 152
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | text                | Checkin     | 128
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | text                | Checkout    | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | unspecified         | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | unspecified         | Checkout    | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | video recording     | Checkin     | 130
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-03  | Monday      |           0 | video recording     | Checkout    | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | book                | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | book                | Checkout    | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | dvd                 | Checkin     | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | dvd                 | Checkout    | 123
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | electronic resource | Checkin     | 109
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | electronic resource | Checkout    | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | microform           | Checkin     | 138
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | microform           | Checkout    | 122
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | sound recording     | Checkin     | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | sound recording     | Checkout    | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | text                | Checkin     |  90
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | text                | Checkout    | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | unspecified         | Checkin     | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | unspecified         | Checkout    | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | video recording     | Checkin     | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-04  | Tuesday     |           0 | video recording     | Checkout    | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | book                | Checkin     | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | book                | Checkout    | 102
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | dvd                 | Checkin     | 141
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | dvd                 | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | electronic resource | Checkin     | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | electronic resource | Checkout    | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | microform           | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | microform           | Checkout    | 128
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | sound recording     | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | sound recording     | Checkout    |  93
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | text                | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | text                | Checkout    | 122
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | unspecified         | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | unspecified         | Checkout    | 109
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | video recording     | Checkin     | 126
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-05  | Wednesday   |           0 | video recording     | Checkout    | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | book                | Checkin     |  92
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | book                | Checkout    |  87
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | dvd                 | Checkin     | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | dvd                 | Checkout    | 102
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | electronic resource | Checkin     | 141
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | electronic resource | Checkout    | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | microform           | Checkin     | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | microform           | Checkout    | 135
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | sound recording     | Checkin     | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | sound recording     | Checkout    | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | text                | Checkin     | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | text                | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | unspecified         | Checkin     | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | unspecified         | Checkout    | 145
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | video recording     | Checkin     | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-06  | Thursday    |           0 | video recording     | Checkout    | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | book                | Checkin     | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | book                | Checkout    | 133
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | dvd                 | Checkin     | 122
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | dvd                 | Checkout    | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | electronic resource | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | electronic resource | Checkout    |  87
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | microform           | Checkin     | 131
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | microform           | Checkout    | 130
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | sound recording     | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | sound recording     | Checkout    | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | text                | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | text                | Checkout    | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | unspecified         | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | unspecified         | Checkout    | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | video recording     | Checkin     | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-07  | Friday      |           0 | video recording     | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | book                | Checkin     | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | book                | Checkout    | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | dvd                 | Checkin     | 128
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | dvd                 | Checkout    | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | electronic resource | Checkin     | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | electronic resource | Checkout    | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | microform           | Checkin     | 129
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | microform           | Checkout    | 133
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | sound recording     | Checkin     |  99
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | sound recording     | Checkout    | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | text                | Checkin     | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | text                | Checkout    |  94
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | unspecified         | Checkin     | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | unspecified         | Checkout    | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | video recording     | Checkin     |  98
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-08  | Saturday    |           0 | video recording     | Checkout    | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | book                | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | book                | Checkout    | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | dvd                 | Checkin     | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | dvd                 | Checkout    | 143
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | electronic resource | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | electronic resource | Checkout    | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | microform           | Checkin     | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | microform           | Checkout    | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | sound recording     | Checkin     | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | sound recording     | Checkout    | 128
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | text                | Checkin     | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | text                | Checkout    | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | unspecified         | Checkin     | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | unspecified         | Checkout    | 131
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | video recording     | Checkin     | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-09  | Sunday      |           0 | video recording     | Checkout    |  82
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | book                | Checkin     |  97
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | book                | Checkout    | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | dvd                 | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | dvd                 | Checkout    | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | electronic resource | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | electronic resource | Checkout    | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | microform           | Checkin     | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | microform           | Checkout    | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | sound recording     | Checkin     | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | sound recording     | Checkout    | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | text                | Checkin     |  99
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | text                | Checkout    | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | unspecified         | Checkin     | 130
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | unspecified         | Checkout    |  97
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | video recording     | Checkin     |  93
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-10  | Monday      |           0 | video recording     | Checkout    | 102
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | book                | Checkin     | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | book                | Checkout    | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | dvd                 | Checkin     | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | dvd                 | Checkout    | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | electronic resource | Checkin     | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | electronic resource | Checkout    | 123
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | microform           | Checkin     | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | microform           | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | sound recording     | Checkin     | 109
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | sound recording     | Checkout    | 129
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | text                | Checkin     | 123
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | text                | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | unspecified         | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | unspecified         | Checkout    | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | video recording     | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-11  | Tuesday     |           0 | video recording     | Checkout    |  94
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | book                | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | book                | Checkout    | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | dvd                 | Checkin     | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | dvd                 | Checkout    | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | electronic resource | Checkin     | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | electronic resource | Checkout    | 129
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | microform           | Checkin     | 109
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | microform           | Checkout    |  95
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | sound recording     | Checkin     | 122
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | sound recording     | Checkout    |  91
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | text                | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | text                | Checkout    | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | unspecified         | Checkin     | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | unspecified         | Checkout    | 137
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | video recording     | Checkin     |  99
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-12  | Wednesday   |           0 | video recording     | Checkout    | 130
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | book                | Checkin     | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | book                | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | dvd                 | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | dvd                 | Checkout    | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | electronic resource | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | electronic resource | Checkout    | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | microform           | Checkin     | 122
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | microform           | Checkout    | 122
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | sound recording     | Checkin     | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | sound recording     | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | text                | Checkin     | 126
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | text                | Checkout    | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | unspecified         | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | unspecified         | Checkout    | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | video recording     | Checkin     | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-13  | Thursday    |           0 | video recording     | Checkout    | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | book                | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | book                | Checkout    | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | dvd                 | Checkin     | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | dvd                 | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | electronic resource | Checkin     | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | electronic resource | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | microform           | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | microform           | Checkout    | 127
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | sound recording     | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | sound recording     | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | text                | Checkin     | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | text                | Checkout    | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | unspecified         | Checkin     | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | unspecified         | Checkout    | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | video recording     | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-14  | Friday      |           0 | video recording     | Checkout    | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | book                | Checkin     | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | book                | Checkout    | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | dvd                 | Checkin     | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | dvd                 | Checkout    | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | electronic resource | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | electronic resource | Checkout    | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | microform           | Checkin     | 126
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | microform           | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | sound recording     | Checkin     | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | sound recording     | Checkout    | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | text                | Checkin     | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | text                | Checkout    | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | unspecified         | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | unspecified         | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | video recording     | Checkin     | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-15  | Saturday    |           0 | video recording     | Checkout    | 136
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | book                | Checkin     | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | book                | Checkout    | 123
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | dvd                 | Checkin     | 125
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | dvd                 | Checkout    |  99
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | electronic resource | Checkin     | 140
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | electronic resource | Checkout    | 127
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | microform           | Checkin     | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | microform           | Checkout    | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | sound recording     | Checkin     | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | sound recording     | Checkout    |  97
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | text                | Checkin     | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | text                | Checkout    | 123
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | unspecified         | Checkin     | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | unspecified         | Checkout    | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | video recording     | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-16  | Sunday      |           0 | video recording     | Checkout    | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | book                | Checkin     | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | book                | Checkout    | 137
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | dvd                 | Checkin     |  96
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | dvd                 | Checkout    | 138
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | electronic resource | Checkin     | 109
